taxonKey	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory	absoluteRatio	rarity	relativeRatio	relativePercent	splitScientificName	splitExtras
2493836	2493836	Microcerculus marginatus (P.L.Sclater, 1855)	2152	SPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Microcerculus	7939828.0	Microcerculus marginatus	2493836.0	LC	0.0033171790413475885	Common	0.9990714948932219	99.9%	Microcerculus marginatus	(P.L.Sclater, 1855)
6087852	6087852	Microcerculus marginatus taeniatus Salvin, 1881	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Troglodytidae	9355.0	Microcerculus	7939828.0	Microcerculus marginatus	2493836.0		3.0828801499512905e-06	Rare	0.0009285051067780873	0.093%	Microcerculus marginatus	taeniatus Salvin, 1881
2487404	2487404	Cyclarhis gujanensis (Gmelin, 1789)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Vireonidae	9358.0	Cyclarhis	2487403.0	Cyclarhis gujanensis	2487404.0	LC	1.5414400749756452e-06	Very Rare	0.02127659574468085	2.13%	Cyclarhis gujanensis	(Gmelin, 1789)
2487405	2487405	Cyclarhis nigrirostris Lafresnaye, 1842	46	SPECIES	ACCEPTED	Passeriformes	729.0	Vireonidae	9358.0	Cyclarhis	2487403.0	Cyclarhis nigrirostris	2487405.0	LC	7.090624344887968e-05	Uncommon	0.9787234042553191	97.9%	Cyclarhis nigrirostris	Lafresnaye, 1842
2487426	2487426	Vireo flavoviridis (Cassin, 1851)	1	SPECIES	ACCEPTED	Passeriformes	729.0	Vireonidae	9358.0	Vireo	2487406.0	Vireo flavoviridis	2487426.0	LC	1.5414400749756452e-06	Very Rare	0.00024467824810374357	0.024%	Vireo flavoviridis	(Cassin, 1851)
8345406	6090418	Vireo olivaceus chivi (Vieillot, 1817)	2418	SPECIES	SYNONYM	Passeriformes	729.0	Vireonidae	9358.0	Vireo	2487406.0	Vireo olivaceus	2487430.0	LC	0.0037272021012911103	Common	0.5916320039148519	59.2%	Vireo chivi	(Vieillot, 1817)
2487430	2487430	Vireo olivaceus (Linnaeus, 1766)	13	SPECIES	ACCEPTED	Passeriformes	729.0	Vireonidae	9358.0	Vireo	2487406.0	Vireo olivaceus	2487430.0	LC	2.0038720974683387e-05	Rare	0.0031808172253486667	0.318%	Vireo olivaceus	(Linnaeus, 1766)
11062474	6090470	Vireo olivaceus griseobarbatus (Berlepsch & Taczanowski, 1884)	3	SUBSPECIES	SYNONYM	Passeriformes	729.0	Vireonidae	9358.0	Vireo	2487406.0	Vireo olivaceus	2487430.0		4.624320224926936e-06	Rare	0.0007340347443112308	0.073%	Vireo chivi	griseobarbatus (Berlepsch & Taczanowski, 1884)
6090470	6090470	Vireo olivaceus griseobarbatus (Berlepsch & Taczanowski, 1884)	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Vireonidae	9358.0	Vireo	2487406.0	Vireo olivaceus	2487430.0		1.5414400749756452e-06	Very Rare	0.00024467824810374357	0.024%	Vireo olivaceus	griseobarbatus (Berlepsch & Taczanowski, 1884)
2487433	2487433	Vireo masteri P.G.W.Salaman & F.G.Stiles, 1996	1	SPECIES	ACCEPTED	Passeriformes	729.0	Vireonidae	9358.0	Vireo	2487406.0	Vireo masteri	2487433.0	NT	1.5414400749756452e-06	Very Rare	0.00024467824810374357	0.024%	Vireo masteri	P.G.W.Salaman & F.G.Stiles, 1996
2487452	2487452	Vireo leucophrys (Lafresnaye, 1844)	1639	SPECIES	ACCEPTED	Passeriformes	729.0	Vireonidae	9358.0	Vireo	2487406.0	Vireo leucophrys	2487452.0	LC	0.0025264202828850827	Common	0.4010276486420357	40.1%	Vireo leucophrys	(Lafresnaye, 1844)
6090521	6090521	Vireo leucophrys josephae P.L.Sclater, 1859	3	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Vireonidae	9358.0	Vireo	2487406.0	Vireo leucophrys	2487452.0		4.624320224926936e-06	Rare	0.0007340347443112308	0.073%	Vireo leucophrys	josephae P.L.Sclater, 1859
2487453	2487453	Vireo flavifrons Vieillot, 1808	8	SPECIES	ACCEPTED	Passeriformes	729.0	Vireonidae	9358.0	Vireo	2487406.0	Vireo flavifrons	2487453.0	LC	1.2331520599805162e-05	Rare	0.0019574259848299485	0.196%	Vireo flavifrons	Vieillot, 1808
2487484	2487484	Vireolanius leucotis (Swainson, 1838)	21	SPECIES	ACCEPTED	Passeriformes	729.0	Vireonidae	9358.0	Vireolanius	2487482.0	Vireolanius leucotis	2487484.0	LC	3.237024157448855e-05	Rare	1.0	100.0%	Vireolanius leucotis	(Swainson, 1838)
7623200	5230500	Hylophilus decurtatus (Bonaparte, 1838)	1007	SPECIES	SYNONYM	Passeriformes	729.0	Vireonidae	9358.0	Hylophilus	9576765.0	Hylophilus decurtatus	5230500.0	LC	0.0015522301555004748	Common	0.9990079365079365	99.9%	Pachysylvia decurtata	(Bonaparte, 1838)
8321293	5230507	Hylophilus ochraceiceps P.L.Sclater, 1860	1	SPECIES	SYNONYM	Passeriformes	729.0	Vireonidae	9358.0	Hylophilus	9576765.0	Hylophilus ochraceiceps	5230507.0	LC	1.5414400749756452e-06	Very Rare	0.000992063492063492	0.099%	Tunchiornis ochraceiceps	(P.L.Sclater, 1860)
5230511	5230511	Microbates cinereiventris (P.L.Sclater, 1855)	19	SPECIES	ACCEPTED	Passeriformes	729.0	Polioptilidae	5789066.0	Microbates	2487578.0	Microbates cinereiventris	5230511.0	LC	2.928736142453726e-05	Rare	1.0	100.0%	Microbates cinereiventris	(P.L.Sclater, 1855)
8924322	6087264	Polioptila plumbea bilineata (Bonaparte, 1850)	406	SPECIES	SYNONYM	Passeriformes	729.0	Polioptilidae	5789066.0	Polioptila	2487581.0	Polioptila plumbea	2487583.0	NE	0.0006258246704401119	Uncommon	0.9975429975429976	99.8%	Polioptila bilineata	(Bonaparte, 1850)
11325032	6087264	Polioptila plumbea bilineata (Bonaparte, 1850)	1	SUBSPECIES	SYNONYM	Passeriformes	729.0	Polioptilidae	5789066.0	Polioptila	2487581.0	Polioptila plumbea	2487583.0		1.5414400749756452e-06	Very Rare	0.002457002457002457	0.246%	Polioptila bilineata	bilineata
2490514	2490514	Grallaricula flavirostris (P.L.Sclater, 1858)	154	SPECIES	ACCEPTED	Passeriformes	729.0	Grallariidae	6101110.0	Grallaricula	2490507.0	Grallaricula flavirostris	2490514.0	NT	0.00023738177154624936	Uncommon	0.9871794871794872	98.7%	Grallaricula flavirostris	(P.L.Sclater, 1858)
6088848	6088848	Grallaricula flavirostris mindoensis Chapman, 1925	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Grallariidae	6101110.0	Grallaricula	2490507.0	Grallaricula flavirostris	2490514.0		3.0828801499512905e-06	Rare	0.01282051282051282	1.28%	Grallaricula flavirostris	mindoensis Chapman, 1925
2490517	2490517	Grallaria gigantea Lawrence, 1866	96	SPECIES	ACCEPTED	Passeriformes	729.0	Grallariidae	6101110.0	Grallaria	2490516.0	Grallaria gigantea	2490517.0	VU	0.00014797824719766194	Uncommon	0.11678832116788321	11.7%	Grallaria gigantea	Lawrence, 1866
6089637	6089637	Grallaria gigantea hylodroma Wetmore, 1945	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Grallariidae	6101110.0	Grallaria	2490516.0	Grallaria gigantea	2490517.0		1.5414400749756452e-06	Very Rare	0.0012165450121654502	0.122%	Grallaria gigantea	hylodroma Wetmore, 1945
2490518	2490518	Grallaria haplonota P.L.Sclater, 1877	3	SPECIES	ACCEPTED	Passeriformes	729.0	Grallariidae	6101110.0	Grallaria	2490516.0	Grallaria haplonota	2490518.0	LC	4.624320224926936e-06	Rare	0.0036496350364963502	0.365%	Grallaria haplonota	P.L.Sclater, 1877
2490520	2490520	Grallaria alleni Chapman, 1912	54	SPECIES	ACCEPTED	Passeriformes	729.0	Grallariidae	6101110.0	Grallaria	2490516.0	Grallaria alleni	2490520.0	VU	8.323776404868484e-05	Uncommon	0.06569343065693431	6.57%	Grallaria alleni	Chapman, 1912
2490523	2490523	Grallaria ruficapilla Lafresnaye, 1842	80	SPECIES	ACCEPTED	Passeriformes	729.0	Grallariidae	6101110.0	Grallaria	2490516.0	Grallaria ruficapilla	2490523.0	LC	0.00012331520599805163	Uncommon	0.09732360097323602	9.73%	Grallaria ruficapilla	Lafresnaye, 1842
2490528	2490528	Grallaria flavotincta P.L.Sclater, 1877	72	SPECIES	ACCEPTED	Passeriformes	729.0	Grallariidae	6101110.0	Grallaria	2490516.0	Grallaria flavotincta	2490528.0	LC	0.00011098368539824646	Uncommon	0.08759124087591241	8.76%	Grallaria flavotincta	P.L.Sclater, 1877
2490529	2490529	Grallaria guatimalensis Prevost & Des Murs, 1842	511	SPECIES	ACCEPTED	Passeriformes	729.0	Grallariidae	6101110.0	Grallaria	2490516.0	Grallaria guatimalensis	2490529.0	LC	0.0007876758783125547	Uncommon	0.621654501216545	62.2%	Grallaria guatimalensis	Prevost & Des Murs, 1842
6089502	6089502	Grallaria guatimalensis regulus P.L.Sclater, 1860	3	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Grallariidae	6101110.0	Grallaria	2490516.0	Grallaria guatimalensis	2490529.0		4.624320224926936e-06	Rare	0.0036496350364963502	0.365%	Grallaria guatimalensis	regulus P.L.Sclater, 1860
2490542	2490542	Grallaria quitensis Lesson, 1844	2	SPECIES	ACCEPTED	Passeriformes	729.0	Grallariidae	6101110.0	Grallaria	2490516.0	Grallaria quitensis	2490542.0	LC	3.0828801499512905e-06	Rare	0.0024330900243309003	0.243%	Grallaria quitensis	Lesson, 1844
2488752	2488752	Mitrospingus cassinii (Lawrence, 1861)	132	SPECIES	ACCEPTED	Passeriformes	729.0	Mitrospingidae	9397627.0	Mitrospingus	2488751.0	Mitrospingus cassinii	2488752.0	LC	0.00020347008989678517	Uncommon	1.0	100.0%	Mitrospingus cassinii	(Lawrence, 1861)
2488703	2488703	Chlorospingus flavigularis (P.L.Sclater, 1852)	5302	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Chlorospingus	2488700.0	Chlorospingus flavigularis	2488703.0	LC	0.008172715277520871	Abundant	0.7141702586206896	71.4%	Chlorospingus flavigularis	(P.L.Sclater, 1852)
6172432	6172432	Chlorospingus flavigularis marginatus Chapman, 1914	10	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Chlorospingus	2488700.0	Chlorospingus flavigularis	2488703.0		1.5414400749756454e-05	Rare	0.0013469827586206897	0.135%	Chlorospingus flavigularis	marginatus Chapman, 1914
2488735	2488735	Chlorospingus semifuscus P.L.Sclater & Salvin, 1873	1707	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Chlorospingus	2488700.0	Chlorospingus semifuscus	2488735.0	LC	0.0026312382079834266	Common	0.2299299568965517	23.0%	Chlorospingus semifuscus	P.L.Sclater & Salvin, 1873
7060650	7060650	Chlorospingus semifuscus semifuscus	4	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Chlorospingus	2488700.0	Chlorospingus semifuscus	2488735.0		6.165760299902581e-06	Rare	0.0005387931034482759	0.054%	Chlorospingus semifuscus	semifuscus
2488739	2488739	Chlorospingus canigularis (Lafresnaye, 1848)	391	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Chlorospingus	2488700.0	Chlorospingus canigularis	2488739.0	LC	0.0006027030693154773	Uncommon	0.052667025862068964	5.27%	Chlorospingus canigularis	(Lafresnaye, 1848)
6172461	6172461	Chlorospingus canigularis conspicillatus Todd, 1922	10	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Chlorospingus	2488700.0	Chlorospingus canigularis	2488739.0		1.5414400749756454e-05	Rare	0.0013469827586206897	0.135%	Chlorospingus canigularis	conspicillatus Todd, 1922
2491024	2491024	Arremonops conirostris (Bonaparte, 1850)	748	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Arremonops	2491023.0	Arremonops conirostris	2491024.0	LC	0.0011529971760817826	Common	0.996005326231691	99.6%	Arremonops conirostris	(Bonaparte, 1850)
6173461	6173461	Arremonops conirostris striaticeps (Lafresnaye, 1853)	3	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Arremonops	2491023.0	Arremonops conirostris	2491024.0		4.624320224926936e-06	Rare	0.0039946737683089215	0.399%	Arremonops conirostris	striaticeps (Lafresnaye, 1853)
2491398	2491398	Atlapetes tricolor (Taczanowski, 1875)	2778	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Atlapetes	2491388.0	Atlapetes tricolor	2491398.0	LC	0.004282120528282343	Common	0.9533287577213452	95.3%	Atlapetes tricolor	(Taczanowski, 1875)
6542054	6542054	Atlapetes tricolor crassus	3	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Atlapetes	2491388.0	Atlapetes tricolor	2491398.0		4.624320224926936e-06	Rare	0.001029512697323267	0.103%	Atlapetes tricolor	crassus
2491402	2491402	Atlapetes crassus Bangs, 1908	21	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Atlapetes	2491388.0	Atlapetes crassus	2491402.0	LC	3.237024157448855e-05	Rare	0.007206588881262869	0.721%	Atlapetes crassus	Bangs, 1908
2491404	2491404	Atlapetes latinuchus (Du Bus de Gisignies, 1855)	57	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Atlapetes	2491388.0	Atlapetes latinuchus	2491404.0	LC	8.786208427361178e-05	Uncommon	0.01956074124914207	1.96%	Atlapetes latinuchus	(Du Bus de Gisignies, 1855)
2491414	2491414	Atlapetes leucopterus (Jardine, 1856)	55	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Atlapetes	2491388.0	Atlapetes leucopterus	2491414.0	LC	8.477920412366049e-05	Uncommon	0.01887439945092656	1.89%	Atlapetes leucopterus	(Jardine, 1856)
2491628	2491628	Arremon aurantiirostris Lafresnaye, 1847	3335	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Arremon	2491613.0	Arremon aurantiirostris	2491628.0	LC	0.005140702650043777	Common	0.7995684488132342	80.0%	Arremon aurantiirostris	Lafresnaye, 1847
6173562	6173562	Arremon aurantiirostris occidentalis Hellmayr, 1911	6	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Arremon	2491613.0	Arremon aurantiirostris	2491628.0		9.248640449853871e-06	Rare	0.0014385039558858787	0.144%	Arremon aurantiirostris	occidentalis Hellmayr, 1911
5788842	5788842	Arremon castaneiceps (P.L.Sclater, 1860)	219	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Arremon	2491613.0	Arremon castaneiceps	5788842.0	NT	0.00033757537641966633	Uncommon	0.05250539438983457	5.25%	Arremon castaneiceps	(P.L.Sclater, 1860)
7341897	7341897	Arremon assimilis assimilis	1	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Arremon	2491613.0	Arremon assimilis	7341896.0		1.5414400749756452e-06	Very Rare	0.0002397506593143131	0.024%	Arremon assimilis	assimilis
7341947	7341947	Arremon brunneinucha (Lafresnaye, 1839)	608	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Arremon	2491613.0	Arremon brunneinucha	7341947.0	LC	0.0009371955655851923	Uncommon	0.14576840086310236	14.6%	Arremon brunneinucha	(Lafresnaye, 1839)
6093541	6093541	Arremon brunneinucha frontalis Tschudi, 1844	2	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Arremon	2491613.0	Arremon brunneinucha	7341947.0		3.0828801499512905e-06	Rare	0.0004795013186286262	0.048%	Arremon brunneinucha	frontalis Tschudi, 1844
2492007	2492007	Oreothraupis arremonops (P.L.Sclater, 1855)	7	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Oreothraupis	2492006.0	Oreothraupis arremonops	2492007.0	LC	1.0790080524829517e-05	Rare	1.0	100.0%	Oreothraupis arremonops	(P.L.Sclater, 1855)
5231103	5231103	Zonotrichia capensis (P.L.S.Müller, 1776)	1681	SPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Zonotrichia	6173226.0	Zonotrichia capensis	5231103.0	LC	0.00259116076603406	Common	0.9982185273159145	99.8%	Zonotrichia capensis	(P.L.S.Müller, 1776)
6173234	6173234	Zonotrichia capensis costaricensis J.A.Allen, 1891	3	SUBSPECIES	ACCEPTED	Passeriformes	729.0	Passerellidae	9410667.0	Zonotrichia	6173226.0	Zonotrichia capensis	5231103.0		4.624320224926936e-06	Rare	0.0017814726840855108	0.178%	Zonotrichia capensis	costaricensis J.A.Allen, 1891
2481937	2481937	Mycteria americana Linnaeus, 1758	3	SPECIES	ACCEPTED	Ciconiiformes	839.0	Ciconiidae	9289.0	Mycteria	2481934.0	Mycteria americana	2481937.0	LC	4.624320224926936e-06	Rare	1.0	100.0%	Mycteria americana	Linnaeus, 1758
2498003	2498003	Sarkidiornis sylvicola H.Ihering & R.Ihering, 1907	2	SPECIES	ACCEPTED	Anseriformes	1108.0	Anatidae	2986.0	Sarkidiornis	2498000.0	Sarkidiornis sylvicola	2498003.0	LC	3.0828801499512905e-06	Rare	1.0	100.0%	Sarkidiornis sylvicola	H.Ihering & R.Ihering, 1907
2498127	2498127	Anas georgica J.F.Gmelin, 1789	15	SPECIES	ACCEPTED	Anseriformes	1108.0	Anatidae	2986.0	Anas	2498056.0	Anas georgica	2498127.0	LC	2.312160112463468e-05	Rare	0.7142857142857143	71.4%	Anas georgica	J.F.Gmelin, 1789
9761484	9761484	Anas platyrhynchos Linnaeus, 1758	6	SPECIES	ACCEPTED	Anseriformes	1108.0	Anatidae	2986.0	Anas	2498056.0	Anas platyrhynchos	9761484.0	LC	9.248640449853871e-06	Rare	0.2857142857142857	28.6%	Anas platyrhynchos	Linnaeus, 1758
2498275	2498275	Merganetta armata Gould, 1842	252	SPECIES	ACCEPTED	Anseriformes	1108.0	Anatidae	2986.0	Merganetta	2498274.0	Merganetta armata	2498275.0	LC	0.0003884428988938626	Uncommon	1.0	100.0%	Merganetta armata	Gould, 1842
9751099	9751099	Cairina moschata (Linnaeus, 1758)	6	SPECIES	ACCEPTED	Anseriformes	1108.0	Anatidae	2986.0	Cairina	2498282.0	Cairina moschata	9751099.0	LC	9.248640449853871e-06	Rare	1.0	100.0%	Cairina moschata	(Linnaeus, 1758)
9422220	9422220	Spatula discors (Linnaeus, 1766)	12	SPECIES	ACCEPTED	Anseriformes	1108.0	Anatidae	2986.0	Spatula	4850990.0	Spatula discors	9422220.0	LC	1.8497280899707743e-05	Rare	1.0	100.0%	Spatula discors	(Linnaeus, 1766)
5959228	5959228	Ara severus (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Ara	1686160.0	Ara severus	5959228.0	LC	1.5414400749756452e-06	Very Rare	1.0	100.0%	Ara severus	(Linnaeus, 1758)
2479087	2479087	Forpus coelestis (Lesson, 1847)	679	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Forpus	2479059.0	Forpus coelestis	2479087.0	LC	0.0010466378109084632	Uncommon	1.0	100.0%	Forpus coelestis	(Lesson, 1847)
7947677	2479104	Aratinga erythrogenys (Lesson, 1844)	4	SPECIES	SYNONYM	Psittaciformes	1445.0	Psittacidae	9340.0	Aratinga	2479088.0	Aratinga erythrogenys	2479104.0	NT	6.165760299902581e-06	Rare	1.0	100.0%	Psittacara erythrogenys	R.P.Lesson, 1844
2479606	2479606	Amazona farinosa (Boddaert, 1783)	2	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Amazona	2479603.0	Amazona farinosa	2479606.0	LC	3.0828801499512905e-06	Rare	0.03773584905660377	3.77%	Amazona farinosa	(Boddaert, 1783)
2479623	2479623	Amazona autumnalis (Linnaeus, 1758)	1	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Amazona	2479603.0	Amazona autumnalis	2479623.0	LC	1.5414400749756452e-06	Very Rare	0.018867924528301886	1.89%	Amazona autumnalis	(Linnaeus, 1758)
2479636	2479636	Amazona mercenaria (Tschudi, 1844)	50	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Amazona	2479603.0	Amazona mercenaria	2479636.0	LC	7.707200374878226e-05	Uncommon	0.9433962264150944	94.3%	Amazona mercenaria	(Tschudi, 1844)
2479824	2479824	Pyrrhura melanura (Spix, 1824)	1178	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Pyrrhura	2479799.0	Pyrrhura melanura	2479824.0	LC	0.0018158164083213102	Common	0.9991518235793045	99.9%	Pyrrhura melanura	(Spix, 1824)
6170689	6170689	Pyrrhura melanura pacifica Chapman, 1915	1	SUBSPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Pyrrhura	2479799.0	Pyrrhura melanura	2479824.0		1.5414400749756452e-06	Very Rare	0.0008481764206955047	0.085%	Pyrrhura melanura	pacifica Chapman, 1915
2479901	2479901	Pionus chalcopterus (Fraser, 1841)	6952	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Pionus	2479900.0	Pionus chalcopterus	2479901.0	LC	0.010716091401230686	Abundant	0.5836621610276215	58.4%	Pionus chalcopterus	(Fraser, 1841)
2479902	2479902	Pionus menstruus (Linnaeus, 1766)	58	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Pionus	2479900.0	Pionus menstruus	2479902.0	LC	8.940352434858743e-05	Uncommon	0.0048694484090336665	0.487%	Pionus menstruus	(Linnaeus, 1766)
2479913	2479913	Pionus tumultuosus (Tschudi, 1844)	78	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Pionus	2479900.0	Pionus tumultuosus	2479913.0	LC	0.00012023232584810033	Uncommon	0.006548568550079758	0.655%	Pionus tumultuosus	(Tschudi, 1844)
2479916	6170941	Pionus tumultuosus seniloides (Massena & Souance, 1854)	2	SPECIES	SYNONYM	Psittaciformes	1445.0	Psittacidae	9340.0	Pionus	2479900.0	Pionus tumultuosus	2479913.0	LC	3.0828801499512905e-06	Rare	0.00016791201410460918	0.017%	Pionus seniloides	(Massena & Souance, 1854)
2479917	2479917	Pionus sordidus (Linnaeus, 1758)	4816	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Pionus	2479900.0	Pionus sordidus	2479917.0	LC	0.007423575401082708	Abundant	0.4043321299638989	40.4%	Pionus sordidus	(Linnaeus, 1758)
6170945	6170945	Pionus sordidus corallinus Bonaparte, 1854	4	SUBSPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Pionus	2479900.0	Pionus sordidus	2479917.0		6.165760299902581e-06	Rare	0.00033582402820921836	0.034%	Pionus sordidus	corallinus Bonaparte, 1854
6170943	6170943	Pionus sordidus mindoensis Chapman, 1925	1	SUBSPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Pionus	2479900.0	Pionus sordidus	2479917.0		1.5414400749756452e-06	Very Rare	8.395600705230459e-05	0.008%	Pionus sordidus	mindoensis Chapman, 1925
5788420	2479981	Pionopsitta pulchra Berlepsch, 1897	947	SPECIES	SYNONYM	Psittaciformes	1445.0	Psittacidae	9340.0	Pionopsitta	2479978.0	Pionopsitta pulchra	2479981.0	LC	0.001459743751001936	Common	1.0	100.0%	Pyrilia pulchra	(Berlepsch, 1897)
2480138	2480138	Touit dilectissimus (P.L.Sclater & Salvin, 1871)	12	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Touit	2480121.0	Touit dilectissimus	2480138.0	LC	1.8497280899707743e-05	Rare	1.0	100.0%	Touit dilectissimus	(P.L.Sclater & Salvin, 1871)
5229121	5229121	Bolborhynchus lineola (Cassin, 1853)	100	SPECIES	ACCEPTED	Psittaciformes	1445.0	Psittacidae	9340.0	Bolborhynchus	8977008.0	Bolborhynchus lineola	5229121.0	LC	0.00015414400749756452	Uncommon	1.0	100.0%	Bolborhynchus lineola	(Cassin, 1853)
2495266	2495266	Patagioenas fasciata (Say, 1822)	786	SPECIES	ACCEPTED	Columbiformes	1446.0	Columbidae	5233.0	Patagioenas	2495265.0	Patagioenas fasciata	2495266.0	LC	0.001211571898930857	Common	0.08801791713325868	8.80%	Patagioenas fasciata	(Say, 1822)
2495295	2495295	Patagioenas cayennensis (Bonnaterre, 1792)	1441	SPECIES	ACCEPTED	Columbiformes	1446.0	Columbidae	5233.0	Patagioenas	2495265.0	Patagioenas cayennensis	2495295.0	LC	0.002221215148039905	Common	0.16136618141097425	16.1%	Patagioenas cayennensis	(Bonnaterre, 1792)
2495314	2495314	Patagioenas plumbea (Vieillot, 1818)	2414	SPECIES	ACCEPTED	Columbiformes	1446.0	Columbidae	5233.0	Patagioenas	2495265.0	Patagioenas plumbea	2495314.0	LC	0.0037210363409912075	Common	0.27032474804031353	27.0%	Patagioenas plumbea	(Vieillot, 1818)
6179656	6179656	Patagioenas plumbea chapmani (Ridgway, 1916)	1	SUBSPECIES	ACCEPTED	Columbiformes	1446.0	Columbidae	5233.0	Patagioenas	2495265.0	Patagioenas plumbea	2495314.0		1.5414400749756452e-06	Very Rare	0.00011198208286674133	0.011%	Patagioenas plumbea	chapmani (Ridgway, 1916)
2495321	2495321	Patagioenas subvinacea (Lawrence, 1868)	4083	SPECIES	ACCEPTED	Columbiformes	1446.0	Columbidae	5233.0	Patagioenas	2495265.0	Patagioenas subvinacea	2495321.0	LC	0.006293699826125559	Common	0.4572228443449048	45.7%	Patagioenas subvinacea	(Lawrence, 1868)
